Код на продукт Кика Груп Баркод;Баркод Кика;Part Number;Aktiven za Web;Aktiven za Web B2C;Product Name;Short Name;Measurement Unit;Broy v kashon;Shirina;Visochina;Dalzhina;Drug razmer;Marka;Model;Tsvyat;Tsvetna opakovka;Opisanie;Product Type;Intrastat Supplementary Unit;Minimal Sales Price Per Lot;Intrastat Commodity Code;Active;Enterprise Company
3,801E+12;3801001031225;31001030122;;;Pushchair Beetle Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031232;31001030123;;;Pushchair Beetle Pink;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031249;31001030124;;;Pushchair Beetle Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031256;31001030125;;;Pushchair Fitto Dark Grey for REZA;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001031263;31001030126;;;Bebeshka lyatna kolichka  ;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031270;31001030127;;;Bebeshka lyatna kolichka  ;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001031287;31001030128;;;Pushchair Libro Purple;;pcs;;;;;;;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031294;31001030129;;;Bebeshka lyatna kolichka Miley Beige 2022;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031300;31001030130;;;Bebeshka lyatna kolichka Miley Light Grey 2022;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031317;31001030131;;;Pushchair Miley Dark Grey 2022;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031324;31001030132;;;Bebeshka lyatna kolichka Miley Black 2022;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031331;31001030133;;;Bebeshka lyatna kolichka Miley Pink 2022;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031348;31001030134;;;Pushchair Miley Mint 2022;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031355;31001030135;;;Bebeshka lyatna kolichka  ;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001031362;31001030136;;;Autofolding pushchair Lauren Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031379;31001030137;;;Autofolding pushchair Lauren Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031386;31001030138;;;Autofolding pushchair Lauren Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031393;31001030139;;;Autofolding pushchair Lauren Rose;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031409;31001030140;;;Pushchair Libro Dark Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031416;31001030141;;;Pushchair Libro Light Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031423;31001030142;;;Pushchair Libro Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031430;31001030143;;;Pushchair Libro Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031447;31001030144;;;Pushchair Libro Mint 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031454;31001030145;;;Pushchair Libro Pink 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031461;31001030146;;;Pushchair Miley Dark Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031478;31001030147;;;Pushchair Miley Light Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031485;31001030148;;;Pushchair Miley Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031492;31001030149;;;Pushchair Miley Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031508;31001030150;;;Pushchair Miley Mint 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031515;31001030151;;;Pushchair Miley Pink 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031522;31001030152;Да;Да;Autofolding pushchair Ciela Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031539;31001030153;Да;Да;Autofolding pushchair Ciela Pink;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031546;31001030154;Да;Да;Autofolding pushchair Eden Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031553;31001030155;Да;Да;Autofolding pushchair Eden Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031560;31001030156;Да;Да;Autofolding pushchair Eden Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031577;31001030157;Да;Да;Autofolding pushchair Eden Army Green;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031584;31001030158;Да;Да;Pushchair Cloe Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031591;31001030159;Да;Да;Pushchair Cloe Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031607;31001030160;Да;Да;Pushchair Cloe Beige 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031614;31001030161;Да;Да;Pushchair Cloe Mint 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031621;31001030162;Да;Да;Pushchair Cloe Pink 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031638;31001030163;;;Lyatna kolichka Cloe Dark Grey REZA;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031645;31001030164;Да;;Pushchair Sarah Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031652;31001030165;Да;;Pushchair Sarah Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031669;31001030166;;;Pushchair Sarah Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031676;31001030167;;;Bebeshka lyatna kolichka  ;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001031683;31001030168;;;Pushchair Sarah Pink 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031690;31001030169;;;Kolichka Sierra Black EXCLUSIVAS;;pcs;1;;;;;;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031706;31001030170;;;Kolichka Sierra Grey EXCLUSIVAS;;pcs;1;;;;;;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031713;31001030171;;;Kolichka Sierra Pink EXCLUSIVAS;;pcs;1;;;;;;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031720;31001030172;Да;Да;Pushchair Beetle Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031737;31001030173;Да;Да;Pushchair Beetle Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031744;31001030174;Да;Да;Pushchair Beetle Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031751;31001030175;Да;Да;Pushchair Beetle Mint 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001031768;31001030176;Да;Да;Pushchair Beetle Pink 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031775;31001030177;Да;Да;Autofolding pushchair Ciela Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031782;31001030178;Да;Да;Autofolding pushchair Ciela Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031799;31001030179;Да;Да;Pushchair Alexa Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031805;31001030180;Да;Да;Pushchair Alexa Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031812;31001030181;Да;Да;Pushchair Alexa Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031829;31001030182;Да;Да;Pushchair Alexa Peach;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031836;31001030183;;Да;Pushchair Jess Black ;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031843;31001030184;;;Pushchair Jess Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031850;31001030185;;;Pushchair Jess Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031867;31001030186;;;Pushchair Jess Mint;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031874;31001030187;Да;Да;Pushchair Miley Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031881;31001030188;Да;Да;Pushchair Miley Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031898;31001030189;Да;Да;Pushchair Miley Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031904;31001030190;Да;Да;Pushchair Miley Beige 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031911;31001030191;Да;Да;Pushchair Miley Army Green 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031928;31001030192;;;Autofolding pushchair Caila Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031935;31001030193;;;Pushchair Petit Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001031942;31001030194;;;Pushchair Petit Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001031959;31001030195;;;Pushchair Petit Army Green;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001031966;31001030196;;;SVOBODEN;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001031973;31001030197;;;SVOBODEN;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001031980;31001030198;Да;;Autofolding pushchair Lauren Black 2025;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001031997;31001030199;Да;;Autofolding pushchair Lauren Grey 2025;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032000;31001030200;Да;;Autofolding pushchair Lauren Beige 2025;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032017;31001030201;Да;;Autofolding pushchair Lauren Mint 2025;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032024;31001030202;;;Bebeshka lyatna kolichka  ;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032031;31001030203;Да;Да;Autofolding pushchair Joy Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032048;31001030204;Да;Да;Autofolding pushchair Joy Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032055;31001030205;Да;Да;Autofolding pushchair Joy Mint/Blue;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032062;31001030206;Да;Да;Autofolding pushchair Joy Army Green;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032079;31001030207;Да;Да;Pushchair Lucy Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032086;31001030208;Да;Да;Pushchair Lucy Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032093;31001030209;Да;Да;Pushchair Lucy Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032109;31001030210;Да;Да;Pushchair Lucy Mint;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032116;31001030211;;;Pushchair Ruby Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032123;31001030212;;;Pushchair Ruby Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032130;31001030213;;;Pushchair Ruby Mint;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032147;31001030214;;;SVOBODEN 4;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032154;31001030215;Да;;PROMO PACKAGE 10+1 - Autofolding pushchair Eden;;pcs;;;;;;;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001032161;31001030216;;;Lyatna kolichka Cloe Outlet Black ;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032178;31001030217;;;Lyatna kolichka Cloe Outlet Grey ;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032185;31001030218;;;Lyatna kolichka Cloe Outlet Beige ;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032192;31001030219;;;Lyatna kolichka Cloe Outlet Mint ;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032208;31001030220;;;Lyatna kolichka Cloe Outlet Pink ;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001032215;31001030221;;;Autofolding pushchair Cloe 2 Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032222;31001030222;;;Autofolding pushchair Cloe 2 Dark Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032239;31001030223;;;Autofolding pushchair Cloe 2 Mint;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032246;31001030224;;;Autofolding pushchair Cloe 2 Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032253;31001030225;;;Autofolding pushchair Cloe 2 Pink;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032260;31001030226;;;Lyatna kolichka Lila Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032277;31001030227;;;Lyatna kolichka Lila Green;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032284;31001030228;;;Lyatna kolichka Odin Black (Reza);;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032291;31001030229;;;Lyatna kolichka Odin Grey (Reza);;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032307;31001030230;;;Pushchair Jody Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032314;31001030231;;;Pushchair Jody Dark Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032321;31001030232;;;Pushchair Jody Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032338;31001030233;;;Pushchair Jody Army Green;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001032345;31001030234;Да;;PROMO PACKAGE 10+1 - Pushchair Beetle;;pcs;;;;;;;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001040012;31001040001;;;Kolichka za bliznatsi Torro Duo Black;;pcs;;;;;;HAUCK;Torro Duo;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040029;31001040002;;;Stroller for twins Happy 2 Beige;;pcs;1;;;;;KIKKABOO;Happy 2;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040036;31001040003;;;Stroller for twins Happy 2 - Gray;;pcs;1;;;;;KIKKABOO;Happy 2;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040043;31001040004;;;Stroller for twins Happy 2 Blue;;pcs;1;;;;;KIKKABOO;Happy 2;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001040050;31001040005;;;Kolichka za bliznatsi Roadster Duo SLX Caviar/Almo;;pcs;1;;;;;HAUCK;Roadstar;Caviar;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040067;31001040006;;;Stroller for twins Happy 2 Dark Grey;;pcs;1;;;;;KIKKABOO;Happy 2;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040074;31001040007;;;Stroller for twins Happy 2 Light Grey;;pcs;1;;;;;KIKKABOO;Happy 2;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040081;31001040008;;;Stroller for twins Happy 2 Black;;pcs;1;;;;;KIKKABOO;Happy 2;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040098;31001040009;;;Stroller for twins Happy 2 Beige;;pcs;1;;;;;KIKKABOO;Happy 2;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040104;31001040010;Да;Да;Twin stroller Happy 2 Dark Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040111;31001040011;Да;Да;Twin stroller Happy 2 Light Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001040128;31001040012;Да;Да;Twin stroller Happy 2 Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001040135;31001040013;;;SVOBODEN;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001040142;31001040014;Да;Да;Twin stroller Happy 2 Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001040159;31001040015;Да;Да;Twin stroller Happy 2 Dark Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001040166;31001040016;Да;Да;Twin stroller Happy 2 Light Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001040173;31001040017;;;Twin stroller Go 2 Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001040180;31001040018;;;Carrycot for twin stroller Go 2 Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001040197;31001040019;;;Shopping basket for twin stroller Go 2 Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;pcs;;87150010;1;KIKA GROUP LTD
;3801001050011;31001050001;;;Obiknovena kolichka Condor Lolli Lime;;pcs;;;;;;HAUCK;Condor;Lolli Lime;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050028;31001050002;;;Obiknovena kolichka i`Coo Acrobat  Copper Blue;;pcs;;;;;;HAUCK;i`Coo Acrobat ;Copper Blue;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050035;31001050003;;;Obiknovena kolichka i`Coo Acrobat  Copper Black;;pcs;;;;;;HAUCK;i`Coo Acrobat ;Copper Black;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050042;31001050004;;;Obiknovena kolichka i`Coo Acrobat  Fishbone Blue;;pcs;;;;;;HAUCK;i`Coo Acrobat ;Fishbone Blue;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050059;31001050005;;;Obiknovena kolichka i`Coo Acrobat  Fishbone Red;;pcs;;;;;;HAUCK;i`Coo Acrobat ;Fishbone Red;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050066;31001050006;;;Obiknovena kolichka Orlando Chocolate;;pcs;;;;;;HAUCK;Orlando;Chocolate;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050073;31001050007;;;Obiknovena kolichka Orlando 4-s Black E;;pcs;;;;;;HAUCK;Orlando;4-s Black E;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050080;31001050008;;;Obiknovena kolichka Comfort New College Esprit;;pcs;;;;;;HAUCK;Comfort;New College Esprit;;Обикновена количка;Stoka;;;;1;KIKA GROUP LTD
;3801001050097;31001050009;;;Zimen kosh za novorodeno Pram Gray;;pcs;;;;;;HAUCK;Pram;Gray;;Зимен кош за новородено;Stoka;;;;1;KIKA GROUP LTD
;3801001050103;31001050010;;;Zimen kosh za novorodeno Pram Lolli Sand;;pcs;;;;;;HAUCK;Pram;Lolli Sand;;Зимен кош за новородено;Stoka;;;;1;KIKA GROUP LTD
;3801001050110;31001050011;;;Zimen kosh za novorodeno Explorer New College Esprit;;pcs;;;;;;HAUCK;Explorer;New College Esprit;;Зимен кош за новородено;Stoka;;;;1;KIKA GROUP LTD
;3801001050127;31001050012;;;Zimen kosh za novorodeno s chanta Pram Lolli Turquoise;;pcs;;;;;;HAUCK;Pram;Lolli Turquoise;;Зимен кош за новородено с чанта;Stoka;;;;1;KIKA GROUP LTD
;3801001050134;31001050013;;;Zimen kosh za novorodeno s chanta Pram Lolli Orange;;pcs;;;;;;HAUCK;Pram;Lolli Orange;;Зимен кош за новородено с чанта;Stoka;;;;1;KIKA GROUP LTD
;3801001050141;31001050014;;;Zimen kosh za novorodeno s chanta Trio Charcoal;;pcs;;;;;;HAUCK;Trio;Charcoal;;Зимен кош за новородено с чанта;Stoka;;;;1;KIKA GROUP LTD
;3801001050158;31001050015;;;Zimen kosh za novorodeno s chanta Trio Red;;pcs;;;;;;HAUCK;Trio;Red;;Зимен кош за новородено с чанта;Stoka;;;;1;KIKA GROUP LTD
;3801001050165;31001050016;;;Zimen kosh za novorodeno s chanta Trio Navy;;pcs;;;;;;HAUCK;Trio;Navy;;Зимен кош за новородено с чанта;Stoka;;;;1;KIKA GROUP LTD
;3801001050172;31001050017;;;Zimen kosh za novorodeno Trio Plum;;pcs;;;;;;HAUCK;Trio;Plum;;Зимен кош за новородено;Stoka;;;;1;KIKA GROUP LTD
;3801001050189;31001050018;;;Kosh kam ramka Almond ;;pcs;;;;;;HAUCK;Almond;Almond;;;Stoka;;;;1;KIKA GROUP LTD
;3801001050196;31001050019;;;Kosh kam sedalka Pinstripe red ;;pcs;;;;;;HAUCK;Pinstripe;Red;;;Stoka;;;;1;KIKA GROUP LTD
;3801001050202;31001050020;;;Kosh kam sedalka True blue ;;pcs;;;;;;HAUCK;True;Blue;;;Stoka;;;;1;KIKA GROUP LTD
;3801001050219;31001050021;;;Sedalka kam ramka Jet Black ;;pcs;;;;;;HAUCK;Jett;Black;;;Stoka;;;;1;KIKA GROUP LTD
;3801001050226;31001050022;;;Sedalka kam ramka True blue ;;pcs;;;;;;HAUCK;True;Blue;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001050233;31001050023;;;Ugo base for carrycot Gold;;pcs;1;;;;;;Ugo;Gold;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001050240;31001050024;;;Stand for carrycot & car seat UGO;;pcs;1;;;;;;Ugo;Silver;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001050257;31001050025;;;Ugo base for carrycot ;;pcs;;;;;;;Ugo;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001050264;31001050026;;;Kolichka Muum 3v1 T52 Bronze JANE 2019/10100169;;pcs;;;;;;;Muum 3в1;Bronze;;;Stoka;;;;1;KIKA GROUP LTD
;3801001050271;31001050027;;;Universalno chadarche za kolichka  Anti-UV Jet Black 10100131;;pcs;;;;;;;Anti-UV Jet;Black;;;Stoka;;;;1;KIKA GROUP LTD
;3801001050288;31001050028;;;050222/31 Komarnik za kolichka unizhersalen JANE/10100126;;pcs;;;;;;;Jane;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001060010;31001060001;;;Adaptor za bebeshka kolichka Jasper;;pcs;;;;;;KIKKABOO;Jasper;Black;;;Stoka;;;87150090;1;KIKA GROUP LTD
3,801E+12;3801001060027;31001060002;;;Adaptor for car seat Bali Zen;;pcs;1;;;;;KIKKABOO;;Black;;;Stoka;;;87150090;1;KIKA GROUP LTD
3,801E+12;3801001060034;31001060003;;;Adaptor for car seat Tender;;pcs;1;;;;;KIKKABOO;Tender;Black;;;Stoka;;;87150090;1;KIKA GROUP LTD
