Код на продукт Кика Груп Баркод;Баркод Кика;Part Number;Aktiven za Web;Aktiven za Web B2C;Product Name;Short Name;Measurement Unit;Broy v kashon;Shirina;Visochina;Dalzhina;Drug razmer;Marka;Model;Tsvyat;Tsvetna opakovka;Opisanie;Product Type;Intrastat Supplementary Unit;Minimal Sales Price Per Lot;Intrastat Commodity Code;Active;Enterprise Company
3,807E+12;3801001020038;31001020003;;;Kikkaboo Stroller Verona + Carseat 0м+ Blue;Bebeshka kolichka 2 v 1 Verona Red Fiery;pcs;1;0,42;0,84;0,44;;KIKKABOO;Verona;Red Fiery;Не;"Регулируема дръжка на количката за повече удобство на родителя; Възможност за три позиции на сенника; Няколко положения на гръбчето с възможност за регулиране на коланите и пълно легнало положение; Две положения за крачетата по-високо и по-ниско за повеч";Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020045;31001020004;;;Stroller Verona 2in1 Blue;Bebeshka kolichka 2 v 1 Verona Blue;pcs;1;0,42;0,84;0,44;;KIKKABOO;Verona;Blue;Не;"Регулируема дръжка на количката за повече удобство на родителя; Възможност за три позиции на сенника; Няколко положения на гръбчето с възможност за регулиране на коланите и пълно легнало положение; Две положения за крачетата по-високо и по-ниско за повеч";Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020052;31001020005;;;Stroller 2in1 with carrycot Divaina Grey;;pcs;1;0,22;0,96;0,55;;KIKKABOO;Divaina 2 в 1;Gray Melange;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020069;31001020006;;;Stroller 2 in 1 Divaina Peat Black;;pcs;1;;;;;KIKKABOO;Divaina 2 в 1;Peat Black;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020076;31001020007;;;Stroller 2in1 with carrycot Divaina True Blue;;pcs;1;0,22;0,96;0,55;;KIKKABOO;Divaina 2 в 1;TrueNavi Blue;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020083;31001020008;;;Stroller 2in1 Divaina Brown;;pcs;1;;;;;KIKKABOO;Divaina 2 в 1;Brown;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020090;31001020009;;;Baby Stroller Divaina 2in1 trans.seat - Grey Melange;;pcs;1;0,22;0,96;0,55;;KIKKABOO;Divaina 2 в 1;Gray Melange;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020106;31001020010;;;Stroller 2 in 1 Divaina Peat Black;;pcs;1;;;;;KIKKABOO;Divaina 2 в 1;Peat Black;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020113;31001020011;;;Stroller 2 in 1 Divaina TrueNavi Blue;;pcs;1;0,22;0,96;0,55;;KIKKABOO;Divaina 2 в 1;TrueNavi Blue;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020120;31001020012;;;Stroller 2in1 transf. seat Divaina Brown;;pcs;1;;;;;KIKKABOO;Divaina 2 в 1;Brown;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020137;31001020013;;;Kombinirana bebeshka kolichka 2 v 1 Bali Blue Baltic;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Blue Baltic;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020144;31001020014;;;Stroller 2 in 1 Bali Blue Baltic;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Blue Baltic;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020151;31001020015;;;Kombinirana bebeshka kolichka 2 v 1 Bali Grey Violet;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Gray Violet;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020168;31001020016;;;Stroller 2 in 1 Bali Grey Violet;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Gray Violet;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020175;31001020017;;;Kombinirana bebeshka kolichka 2 v 1 Bali Coral Spiced;;pcs;1;;;;;KIKKABOO;Bali;Coral Spiced;;с прам;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,807E+12;3801001020182;31001020018;;;Stroller 2 in 1 Bali Coral Spiced;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Coral Spiced;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020199;31001020019;;;Stroller 2 in 1 Bali Zen Beige Melange;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Beige Melange;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020205;31001020020;;;Stroller 2 in 1 Bali Zen Beige Melange;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Beige Melange;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020212;31001020021;;;Baby stroller Bali Zen 2 in 1 / with carrycot / - Black;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Black;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020229;31001020022;;;Stroller 2 in 1 Bali Zen Black;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Black;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020236;31001020023;;;Baby stroller Bali Zen 2 in 1 / with carrycot / - Gray Melange;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Gray Melange;;с прам;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020243;31001020024;;;Stroller 2 in 1 Bali Zen Grey Melange;;pcs;1;;;;;KIKKABOO;Bali 2 в 1;Gray Melange;;трансформираща седалка;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020250;31001020025;;;Baby stroller  Jasper 2in1 (transformable seat)  -  Houses Blue;;pcs;1;;;;;KIKKABOO;Jasper;Houses Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020267;31001020026;;;Baby stroller  Jasper 2in1 (transformable seat) - Purple;;pcs;1;;;;;KIKKABOO;Jasper;Moushrooms Purple;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,807E+12;3801001020274;31001020027;;;Baby stroller  Jasper 2in1 (transformable seat) - Owls Gray;;pcs;1;;;;;KIKKABOO;Jasper;Owls Gray;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020281;31001020028;;;Kombinirana bebeshka kolichka 2 v 1 Eagle Plum;;pcs;1;;;;;HAUCK;Eagle;Plum;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020298;31001020029;;;Kombinirana bebeshka kolichka 2 v 1 Condor Red;;pcs;1;;;;;HAUCK;Condor;Red;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020304;31001020030;;;Kombinirana bebeshka kolichka 2 v 1 Malibu Pooh Doodle Brown;;pcs;1;;;;;HAUCK;Malibu;Pooh Doodle Brown;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020311;31001020031;;;Kombinirana bebeshka kolichka 2 v 1 Malibu Charcoal;;pcs;1;;;;;HAUCK;Malibu;Charcoal;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020328;31001020032;;;Kombinirana bebeshka kolichka 2 v 1 Malibu Petrol/Grey;;pcs;1;;;;;HAUCK;Malibu;Petrol/Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020335;31001020033;;;Stroller 2 in 1 Dotty Black;;pcs;1;;;;;KIKKABOO;Dotty 2 в 1;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020342;31001020034;;;Stroller 2 in 1 Dotty Brown;;pcs;1;;;;;KIKKABOO;Dotty 2 в 1;Brown;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020359;31001020035;;;Stroller 2 in 1 Dotty Blue;;pcs;1;;;;;KIKKABOO;Dotty 2 в 1;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020366;31001020036;;;Kombinirani bebeshki kolichki 2 v 1 Suzan Beige;;pcs;1;;;;;KIKKABOO;Suzan;Beige;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
;3801001020373;31001020037;;;Kombinirani bebeshki kolichki 2 v 1 Suzan black;;pcs;1;;;;;KIKKABOO;Suzan;Black;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
;3801001020380;31001020038;;;Kombinirani bebeshki kolichki 2 v 1 Suzan grey;;pcs;1;;;;;KIKKABOO;Suzan;Gray;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
3,801E+13;3801001020397;31001020039;;;Stroller 3 in 1 Maui Blue;;pcs;1;;;;;KIKKABOO;Maui;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+13;3801001020403;31001020040;;;Stroller 3 in 1 Maui Beige;;pcs;1;;;;;KIKKABOO;Maui;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+13;3801001020410;31001020041;;;Stroller 3 in 1 Maui Grey;;pcs;1;;;;;KIKKABOO;Maui;Gray;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020427;31001020042;;;Stroller 2 in 1 Tender Flowers;;pcs;1;;;;;KIKKABOO;Tender;Flowers;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020434;31001020043;;;Stroller 2 in 1 Tender Grey;;pcs;1;;;;;KIKKABOO;Tender;Gray;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020441;31001020044;;;Stroller 2 in 1 Beloved Light Grey;;pcs;1;;;;;KIKKABOO;Beloved 2 в 1 ;Gray;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020458;31001020045;;;Stroller 2in1 Beloved Light Pink;;pcs;1;;;;;KIKKABOO;Beloved 2 в 1 ;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020465;31001020046;;;Stroller 2 in 1 Beloved Beige;;pcs;1;;;;;KIKKABOO;Beloved 2 в 1 ;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020472;31001020047;;;Stroller 2 in 1 Leilani Flowers;;pcs;1;;;;;KIKKABOO;Leilani;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020489;31001020048;;;Kombinirani bebeshki kolichki 2 v 1 Leilani white;;pcs;1;;;;;KIKKABOO;Leilani;White;;;Stoka;kg;;87150010;0;KIKA GROUP LTD
;3801001020496;31001020049;;;Kombinirana bebeshka kolichka 2 v 1 Leilani Leaves;;pcs;1;;;;;KIKKABOO;Leilani;Green;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020502;31001020050;;;Kombinirana bebeshka kolichka 2 v 1 Malibu Fruit;;pcs;1;;;;;HAUCK;Malibu;Fruit;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020519;31001020051;;;Stroller 2in1 with carrycot Dotty Black;;pcs;1;;;;;KIKKABOO;Dotty 2 в 1;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020526;31001020052;;;Stroller 2in1 with carrycot Dotty Brown;;pcs;1;;;;;KIKKABOO;Dotty 2 в 1;Brown;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020533;31001020053;;;Stroller 2in1 with carrycot Dotty Blue;;pcs;1;;;;;KIKKABOO;Dotty 2 в 1;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020540;31001020054;;;Kombinirana bebeshka kolichka 2 v 1 Madrid Vulcan;;pcs;1;;;;;;Madrid;Vulcan;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020557;31001020055;;;Stroller 2 in 1 Darling Beige 2020;;pcs;1;;;;;;Darling 2 в 1 ;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020564;31001020056;;;Stroller 2 in 1 Darling Grey 2020;;pcs;1;;;;;;Darling 2 в 1 ;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020571;31001020057;;;Stroller 2 in 1 Darling Dark Grey ;;pcs;1;;;;;KIKKABOO;Darling 2 в 1 ;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020588;31001020058;;;Stroller 2 in 1 Darling Green 2020;;pcs;1;;;;;;Darling 2 в 1 ;Green;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020595;31001020059;;;Stroller 2 in 1 Darling Pink Black;;pcs;1;;;;;KIKKABOO;Darling 2 в 1 ;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020601;31001020060;;;Stroller 2 in 1 Beloved Dark Grey;;pcs;1;;;;;;Beloved 2 в 1 ;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020618;31001020061;;;Stroller 2 in 1 Divaina Dark Grey melange;;pcs;1;;;;;;Divaina 2 в 1;Dark Grey Melange;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020625;31001020062;;;Stroller 2in1 Divaina Dark Beige melange;;pcs;1;;;;;;Divaina 2 в 1;Dark Beige Melange;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020632;31001020063;;;Stroller 2in1 with carrycot Divaina Dark Green melange;;pcs;1;;;;;;Divaina 2 в 1;Dark Green;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020649;31001020064;;;Stroller 2 in 1 D`ora Dark Grey;;pcs;1;;;;;;D`ora 2 в 1;Dark Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020656;31001020065;;;Stroller 2 in 1 D`ora Beige;;pcs;1;;;;;;D`ora 2 в 1;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020663;31001020066;;;Stroller 2 in 1 D`ora Green;;pcs;1;;;;;;D`ora 2 в 1;Green;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020670;31001020067;;;Stroller 2 in 1 Tiara Beige;;pcs;1;;;;;;Tiara 2 в 1 ;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020687;31001020068;;;Stroller 2 in 1 Tiara Dark Blue;;pcs;1;;;;;;Tiara 2 в 1 ;Dark Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020694;31001020069;;;Stroller 2 in 1 Tiara Grey;;pcs;1;;;;;;Tiara 2 в 1 ;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020700;31001020070;;;Stroller 2 in 1 Amulett Beige;;pcs;1;;;;;;Amulett 2 в 1 ;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020717;31001020071;;;Stroller 2 in 1 Amulett Grey;;pcs;1;;;;;;Amulett 2 в 1 ;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020724;31001020072;;;Stroller 2 in 1 Amulett Dark Blue;;pcs;1;;;;;;Amulett 2 в 1 ;Dark Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020731;31001020073;;;Stroller 2 in 1 Amica Beige;;pcs;1;;;;;;Amica 2 в 1;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020748;31001020074;;;Stroller 2 in 1 Amica Grey;;pcs;1;;;;;;Amica 2 в 1;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020755;31001020075;;;Stroller 2 in 1 Amica Mint;;pcs;1;;;;;;Amica 2 в 1;Mint;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020762;31001020076;;;Stroller 2 in 1 Amaia Beige;;pcs;1;;;;;KIKKABOO;Amaia 2 в 1;Beige;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020779;31001020077;;;Stroller 2 in 1 Amaia Black (Dark Grey);;pcs;1;;;;;KIKKABOO;Amaia 2 в 1;Black (Dark Grey);;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020786;31001020078;;;Stroller 2 in 1 Amaia Blue;;pcs;1;;;;;KIKKABOO;Amaia 2 в 1;Blue;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020793;31001020079;;;Stroller 2 in 1 Amaia Grey;;pcs;1;;;;;KIKKABOO;Amaia 2 в 1;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020809;31001020080;;;Stroller 2 in 1 Amaia Grey All black;;pcs;1;;;;;;Amaia 2 в 1;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020816;31001020081;;;Stroller 2 in 1 Airy Grey + carseat;;pcs;1;;;;;;Airy 2 в 1;Light Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020823;31001020082;;;Stroller 2 in 1 Airy Pink + carseat;;pcs;1;;;;;;Airy 2 в 1;Pink;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020830;31001020083;;;Stroller 2in1 Claude Beige Cream;;pcs;1;;;;;;Claude;Beige Cream;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020847;31001020084;;;Stroller 2in1 Claude Grey;;pcs;1;;;;;;Claude;Grey;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020854;31001020085;;;Stroller 2in1 Claude Black;;pcs;1;;;;;;Claude;Black;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020861;31001020086;;;Kombinirana kolichka Sierra Black /gold chrome/ Reza;;pcs;;;;;;;Sierra;Black;;;Stoka;;;;1;KIKA GROUP LTD
;3801001020878;31001020087;;;Kombinirana kolichka 2 v 1 UGO Beige;;pcs;;;;;;;Ugo;Beige;;;Stoka;;;;0;KIKA GROUP LTD
3,801E+12;3801001020885;31001020088;;;Kombinirana kolichka ALHAMBRA BLACK + LIGHT GREY;;pcs;;;;;;;Alhambra;Black + Light Grey ;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001020892;31001020089;;;Kombinirana kolichka ALHAMBRA BLACK + DARK GREY;;pcs;;;;;;;Alhambra;Black + Dark Grey ;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001020908;31001020090;;;Kombinirana kolichka ALHAMBRA BLACK + MINT;;pcs;;;;;;;Alhambra;Black + Mint ;;;Stoka;;;;1;KIKA GROUP LTD
;3801001020915;31001020091;;;Kombinirana kolichka 2 v 1 Madrid Pink Melange 2020;;pcs;;;;;;;Madrid;Pink Melange;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001020922;31001020092;;;Stroller 2in1 Vicenza Premium Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020939;31001020093;Да;;Stroller 2in1 Vicenza Premium Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001020946;31001020094;;;Kombinirana kolichka 2 v 1 Vicenza Premium Beige;;pcs;1;;;;;;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001020953;31001020095;;;Kombinirana kolichka 2 v 1 s kosh za novorodeno Vallery Black + rose gold;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001020960;31001020096;;;Kombinirana kolichka 2 v 1 s kosh za novorodeno Vallery Black + gold;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001020977;31001020097;;;Vallery S63 Black + rose gold chrome;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001020984;31001020098;;;Kombinirana kolichka 2 v 1 s kosh za novorodeno Vallery Mint;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001020991;31001020099;;;Kombinirana kolichka 2 v 1 s kosh za novorodeno Vallery Dark Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021004;31001020100;;;Kombinirana kolichka 2 v 1 s kosh za novorodeno Vallery Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021011;31001020101;;;Kombinirana kolichka 2 v 1 s kosh za novorodeno Vallery Pink;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021028;31001020102;;;Stroller 2in1 Maui Blue;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021035;31001020103;;;Stroller 2in1 Maui Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021042;31001020104;;;Stroller 2in1 Maui Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021059;31001020105;;;Kombinirana kolichka 2 v 1 Cherie Beige;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021066;31001020106;;;Kombinirana kolichka 2 v 1 Cherie Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021073;31001020107;;;Kombinirana kolichka 2 v 1 Cherie Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021080;31001020108;;;Stroller 2in1 with plastic carrycot Thea Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021097;31001020109;;;Stroller 2in1 with plastic carrycot Thea Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021103;31001020110;;;Stroller 2in1 with plastic carrycot Thea Dark Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021110;31001020111;;;Stroller 2in1 with plastic carrycot Thea Light Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021127;31001020112;;;NE SE IZPOLZVA - svoboden;;pcs;;;;;;;;;;;Stoka;;;;0;KIKA GROUP LTD
;3801001021134;31001020113;;;Stroller 2 in 1 Vicenza Premium Black 2022;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021141;31001020114;;;Stroller 2 in 1 Vicenza Premium Grey 2022;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021158;31001020115;;;Stroller 2 in 1 Vicenza Premium Beige 2022;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021165;31001020116;;;Stroller 2in1 with carrycot Gianni Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021172;31001020117;;;Stroller 2in1 with carrycot Gianni Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021189;31001020118;;;Stroller 2in1 with carrycot Gianni Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021196;31001020119;;;Stroller 2in1 with carrycot Gianni Navy 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021202;31001020120;;;Stroller 2in1 transf. seat Gianni Grey 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021219;31001020121;;;Stroller 2in1 transf. seat Gianni Black 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021226;31001020122;;;Stroller 2in1 transf. seat Gianni Beige 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021233;31001020123;;;Stroller 2in1 transf. seat Gianni Navy 2023;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021240;31001020124;Да;;Stroller 2in1 with plastic carrycot Amani Grey;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021257;31001020125;Да;;Stroller 2in1 with plastic carrycot Amani Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021264;31001020126;Да;;Stroller 2in1 with plastic carrycot Amani Beige;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021271;31001020127;Да;;Stroller 2in1 with plastic carrycot Amani Mint;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021288;31001020128;Да;;Stroller 2in1 with plastic carrycot Amani Pink;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021295;31001020129;;;Stroller 3 in 1 transf. seat Alba Beige Georgia;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021301;31001020130;;;Stroller 3 in 1 transf. seat Alba Grey Georgia;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021318;31001020131;;;Stroller 3 in 1 transf. seat Alba Mint Georgia;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
3,801E+12;3801001021325;31001020132;;;Stroller 3in1 transf. seat Alba Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
3,801E+12;3801001021332;31001020133;;;Stroller 3in1 transf. seat Alba Pink;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021349;31001020134;Да;Да;Stroller 2in1 with carrycot Thea Black 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021356;31001020135;Да;Да;Stroller 2in1 with carrycot Thea Grey 2024;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021363;31001020136;Да;Да;"Stroller 2in1 with carrycot Thea Army Green 2024
";;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
;3801001021370;31001020137;;;Mostra Kolichka 2v1 s kosh za novorodeno Ember Grey;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021387;31001020138;;;SVOBODEN;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021394;31001020139;;;SVOBODEN;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021400;31001020140;;;Kombinirana kolichka 2v1 s kosh za novorodeno Ellen Black;;pcs;;;;;;;;;;;Stoka;;;;1;KIKA GROUP LTD
;3801001021417;31001020141;Да;Да;Stroller 2in1 with carrycot Kara Black;;pcs;1;;;;;KIKKABOO;;;;;Stoka;kg;;87150010;1;KIKA GROUP LTD
